Elevation,H,D,E,Y
0.400262467,48,45,2.90E+07,32000
0.396981627,,,,
0.400262467,,,,
0.403543307,,,,
0.426509186,,,,
0.439632546,,,,
0.462598425,,,,
0.472440945,,,,
0.479002625,,,,
0.479002625,,,,
0.501968504,,,,
0.485564304,,,,
0.472440945,,,,
0.456036745,,,,
0.442913386,,,,
0.429790026,,,,
