Elevation,H,D,E,Y
0.252624672,48,100,2.90E+07,32000
0.262467192,,,,
0.242782152,,,,
0.193569554,,,,
0.147637795,,,,
0.082020997,,,,
0.032808399,,,,
0.016404199,,,,
0,,,,
0.016404199,,,,
0.036089239,,,,
0.068897638,,,,
0.131233596,,,,
0.170603675,,,,
0.216535433,,,,
0.242782152,,,,
